file,n_rows,t0_ms,t1_ms
Subj_06_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,22796,1596536335438.0,1596536382691.99
Subj_06_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,32114,1596536604293.0,1596536669773.41
Subj_06_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,25746,1596536755267.0,1596536808246.64
Subj_06_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,38550,1596536977721.0,1596537056531.87
Subj_06_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,37350,1596537074289.0,1596537153135.88
Subj_06_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,42600,1596537210947.0,1596537298422.63
Subj_06_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,26547,1596537330784.0,1596537386578.56
Subj_06_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,48900,1596537495782.0,1596537594451.49
Subj_06_MMH_One_L_02kg_Trial_1_EMG_data.csv,40650,1596538174318.0,1596538252658.63
Subj_06_MMH_One_L_02kg_Trial_2_EMG_data.csv,40050,1596538277816.0,1596538355890.04
Subj_06_MMH_One_L_02kg_Trial_3_EMG_data.csv,42600,1596538723346.0,1596538800109.48
Subj_06_MMH_One_L_04kg_Trial_1_EMG_data.csv,39165,1596539262460.0,1596539334706.87
Subj_06_MMH_One_L_04kg_Trial_2_EMG_data.csv,43200,1596539384661.0,1596539463760.73
Subj_06_MMH_One_L_04kg_Trial_3_EMG_data.csv,45300,1596539482965.0,1596539565213.21
Subj_06_MMH_One_R_02kg_Trial_1_EMG_data.csv,48150,1596537866871.0,1596537957879.19
Subj_06_MMH_One_R_02kg_Trial_2_EMG_data.csv,38550,1596537971357.0,1596538046111.57
Subj_06_MMH_One_R_02kg_Trial_3_EMG_data.csv,38700,1596538062106.0,1596538137935.63
Subj_06_MMH_One_R_04kg_Trial_1_EMG_data.csv,42150,1596538916486.0,1596538995597.7
Subj_06_MMH_One_R_04kg_Trial_2_EMG_data.csv,43950,1596539014565.0,1596539095123.86
Subj_06_MMH_One_R_04kg_Trial_3_EMG_data.csv,45600,1596539110940.0,1596539195992.82
Subj_06_MVC_All_L_EMG_data.csv,23550,1596541509381.0,1596541555812.08
Subj_06_MVC_All_R_EMG_data.csv,25500,1596541506950.0,1596541557337.92
Subj_07_Isokin_L_02kg_40bpm_EMG_data.csv,34350,1594916224186.0,1594916290259.19
Subj_07_Isokin_L_02kg_60bpm_EMG_data.csv,33450,1594916305101.0,1594916368822.32
Subj_07_Isokin_L_02kg_80bpm_EMG_data.csv,32100,1594916384004.0,1594916446031.24
Subj_07_Isokin_L_02kg_St_EMG_data.csv,17550,1594916154055.0,1594916188356.1
Subj_07_Isokin_L_04kg_40bpm_EMG_data.csv,33900,1594916881670.0,1594916949145.23
Subj_07_Isokin_L_04kg_60bpm_EMG_data.csv,33600,1594916965548.0,1594917031318.7
Subj_07_Isokin_L_04kg_80bpm_EMG_data.csv,35400,1594917193564.0,1594917262261.91
Subj_07_Isokin_L_04kg_St_EMG_data.csv,19114,1594916830910.0,1594916868716.04
Subj_07_Isokin_R_02kg_40bpm_EMG_data.csv,38250,1594915762021.0,1594915837099.6
Subj_07_Isokin_R_02kg_60bpm_EMG_data.csv,35850,1594915961397.0,1594916029567.86
Subj_07_Isokin_R_02kg_80bpm_EMG_data.csv,33600,1594916051537.0,1594916116938.57
Subj_07_Isokin_R_02kg_St_EMG_data.csv,15600,1594915642092.0,1594915671918.99
Subj_07_Isokin_R_04kg_40bpm_EMG_data.csv,34950,1594916551348.0,1594916619573.64
Subj_07_Isokin_R_04kg_60bpm_EMG_data.csv,33900,1594916649505.0,1594916715589.84
Subj_07_Isokin_R_04kg_80bpm_EMG_data.csv,33900,1594916736092.0,1594916802466.51
Subj_07_Isokin_R_04kg_St_EMG_data.csv,18600,1594916495417.0,1594916531307.26
Subj_07_MMH_Bim_L_02kg_Trial_1_EMG_data.csv,40650,1594911932608.0,1594912014064.79
Subj_07_MMH_Bim_L_02kg_Trial_2_EMG_data.csv,46900,1594912056975.0,1594912152261.49
Subj_07_MMH_Bim_L_02kg_Trial_3_EMG_data.csv,43000,1594912174960.0,1594912261314.93
Subj_07_MMH_Bim_L_08kg_Trial_1_EMG_data.csv,43900,1594912323522.0,1594912413720.73
Subj_07_MMH_Bim_L_08kg_Trial_2_EMG_data.csv,46950,1594912438650.0,1594912533499.36
Subj_07_MMH_Bim_L_08kg_Trial_3_EMG_data.csv,46500,1594912684723.0,1594912775870.58
Subj_07_MMH_Bim_L_12kg_Trial_1_EMG_data.csv,46750,1594912829279.0,1594912921921.0
Subj_07_MMH_Bim_L_12kg_Trial_2_EMG_data.csv,43200,1594913042038.0,1594913127613.36
Subj_07_MMH_Bim_L_12kg_Trial_3_EMG_data.csv,43800,1594913280447.0,1594913367264.4
Subj_07_MMH_Bim_R_02kg_Trial_1_EMG_data.csv,46200,1594911934957.0,1594912028482.91
Subj_07_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,46150,1594912062649.0,1594912155600.48
Subj_07_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,42250,1594912177625.0,1594912263309.19
Subj_07_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,43450,1594912326049.0,1594912415842.89
Subj_07_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,44550,1594912441008.0,1594912531443.78
Subj_07_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,46350,1594912687747.0,1594912777898.97
Subj_07_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,42000,1594912831739.0,1594912917008.45
Subj_07_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,42900,1594913045481.0,1594913129728.94
Subj_07_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,43050,1594913283407.0,1594913369683.67
Subj_07_MMH_One_L_02kg_Trial_1_EMG_data.csv,48100,1594913802396.0,1594913891712.65
Subj_07_MMH_One_L_02kg_Trial_2_EMG_data.csv,38700,1594913917001.0,1594913990600.9
Subj_07_MMH_One_L_02kg_Trial_3_EMG_data.csv,40500,1594914007140.0,1594914084034.71
Subj_07_MMH_One_L_04kg_Trial_1_EMG_data.csv,46650,1594914646938.0,1594914734097.37
Subj_07_MMH_One_L_04kg_Trial_2_EMG_data.csv,43600,1594915139556.0,1594915225146.71
Subj_07_MMH_One_L_04kg_Trial_3_EMG_data.csv,41550,1594915235532.0,1594915315434.7
Subj_07_MMH_One_R_02kg_Trial_1_EMG_data.csv,44950,1594913464709.0,1594913548604.29
Subj_07_MMH_One_R_02kg_Trial_2_EMG_data.csv,39750,1594913566154.0,1594913641188.0
Subj_07_MMH_One_R_02kg_Trial_3_EMG_data.csv,37950,1594913663206.0,1594913736018.79
Subj_07_MMH_One_R_04kg_Trial_1_EMG_data.csv,42600,1594914194197.0,1594914274361.33
Subj_07_MMH_One_R_04kg_Trial_2_EMG_data.csv,44350,1594914287953.0,1594914373099.62
Subj_07_MMH_One_R_04kg_Trial_3_EMG_data.csv,43050,1594914388456.0,1594914470738.87
Subj_07_MVC_All_L_EMG_data.csv,23250,1594917432414.0,1594917481295.93
Subj_07_MVC_All_R_EMG_data.csv,23400,1594917428976.0,1594917477230.72
Subj_08_Isokin_L_02kg_40bpm_EMG_data.csv,35550,1603990712311.0,1603990778062.76
Subj_08_Isokin_L_02kg_60bpm_EMG_data.csv,31050,1603990807175.0,1603990864194.18
Subj_08_Isokin_L_02kg_80bpm_EMG_data.csv,34650,1603990882381.0,1603990946062.07
Subj_08_Isokin_L_02kg_St_EMG_data.csv,16800,1603990657381.0,1603990688210.61
Subj_08_Isokin_L_04kg_40bpm_EMG_data.csv,39750,1603991327654.0,1603991399922.26
Subj_08_Isokin_L_04kg_60bpm_EMG_data.csv,31950,1603991465739.0,1603991523615.36
Subj_08_Isokin_L_04kg_80bpm_EMG_data.csv,32400,1603991543158.0,1603991601770.45
Subj_08_Isokin_L_04kg_St_EMG_data.csv,17100,1603991279095.0,1603991310028.49
Subj_08_Isokin_R_02kg_40bpm_EMG_data.csv,35700,1603990282102.0,1603990349159.64
Subj_08_Isokin_R_02kg_60bpm_EMG_data.csv,37500,1603990474430.0,1603990541966.65
Subj_08_Isokin_R_02kg_80bpm_EMG_data.csv,30150,1603990581369.0,1603990636750.12
Subj_08_Isokin_R_02kg_St_EMG_data.csv,16500,1603990200472.0,1603990230138.78
Subj_08_Isokin_R_04kg_40bpm_EMG_data.csv,34050,1603991049266.0,1603991110880.06
Subj_08_Isokin_R_04kg_60bpm_EMG_data.csv,33000,1603991132544.0,1603991192999.2
Subj_08_Isokin_R_04kg_80bpm_EMG_data.csv,28950,1603991215925.0,1603991269214.91
Subj_08_Isokin_R_04kg_St_EMG_data.csv,15900,1603990986036.0,1603991015338.14
Subj_08_MMH_Bim_L_02kg_Trial_1_EMG_data.csv,48900,1603986253044.0,1603986342449.42
Subj_08_MMH_Bim_L_02kg_Trial_2_EMG_data.csv,42600,1603986373264.0,1603986455529.16
Subj_08_MMH_Bim_L_02kg_Trial_3_EMG_data.csv,45300,1603986471345.0,1603986557253.85
Subj_08_MMH_Bim_L_08kg_Trial_1_EMG_data.csv,48900,1603986663995.0,1603986756755.07
Subj_08_MMH_Bim_L_08kg_Trial_2_EMG_data.csv,29359,1603986767899.0,1603986824163.72
Subj_08_MMH_Bim_L_08kg_Trial_3_EMG_data.csv,42150,1603986889228.0,1603986969759.76
Subj_08_MMH_Bim_L_12kg_Trial_1_EMG_data.csv,49500,1603987034450.0,1603987128191.15
Subj_08_MMH_Bim_L_12kg_Trial_2_EMG_data.csv,46800,1603987751351.0,1603987844000.68
Subj_08_MMH_Bim_L_12kg_Trial_3_EMG_data.csv,45150,1603987868323.0,1603987957617.93
Subj_08_MMH_Bim_R_02kg_Trial_1_EMG_data.csv,48000,1603986255383.0,1603986344490.52
Subj_08_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,43200,1603986375416.0,1603986457795.73
Subj_08_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,45600,1603986473701.0,1603986559254.79
Subj_08_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,47850,1603986665865.0,1603986754600.6
Subj_08_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,47400,1603986769335.0,1603986857131.93
Subj_08_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,42150,1603986891221.0,1603986971958.56
Subj_08_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,50250,1603987036126.0,1603987130490.09
Subj_08_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,47550,1603987753872.0,1603987846392.88
Subj_08_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,43200,1603987870571.0,1603987955408.1
Subj_08_MMH_One_L_02kg_Trial_1_EMG_data.csv,31095,1603988495328.0,1603988555952.19
Subj_08_MMH_One_L_02kg_Trial_2_EMG_data.csv,39300,1603988574943.0,1603988651564.54
Subj_08_MMH_One_L_02kg_Trial_3_EMG_data.csv,42000,1603988746291.0,1603988821624.66
Subj_08_MMH_One_L_04kg_Trial_1_EMG_data.csv,43950,1603989291315.0,1603989375511.24
Subj_08_MMH_One_L_04kg_Trial_2_EMG_data.csv,41400,1603989886661.0,1603989962444.62
Subj_08_MMH_One_L_04kg_Trial_3_EMG_data.csv,38700,1603989968925.0,1603990041599.0
Subj_08_MMH_One_R_02kg_Trial_1_EMG_data.csv,42150,1603988207032.0,1603988286164.28
Subj_08_MMH_One_R_02kg_Trial_2_EMG_data.csv,41700,1603988303403.0,1603988383461.82
Subj_08_MMH_One_R_02kg_Trial_3_EMG_data.csv,41850,1603988408673.0,1603988488549.83
Subj_08_MMH_One_R_04kg_Trial_1_EMG_data.csv,48450,1603988898141.0,1603988990130.23
Subj_08_MMH_One_R_04kg_Trial_2_EMG_data.csv,43500,1603989078873.0,1603989161612.43
Subj_08_MMH_One_R_04kg_Trial_3_EMG_data.csv,39900,1603989173782.0,1603989249654.39
Subj_08_MVC_All_L_EMG_data.csv,26100,1603991649558.0,1603991700016.49
Subj_08_MVC_All_R_EMG_data.csv,23850,1603991652127.0,1603991697979.26
Subj_09_Isokin_L_02kg_40bpm_EMG_data.csv,37800,1594743268661.0,1594743343068.55
Subj_09_Isokin_L_02kg_60bpm_EMG_data.csv,32850,1594743356514.0,1594743421674.68
Subj_09_Isokin_L_02kg_80bpm_EMG_data.csv,30900,1594743438808.0,1594743499663.04
Subj_09_Isokin_L_02kg_St_EMG_data.csv,23950,1594743109709.0,1594743158004.59
Subj_09_Isokin_L_04kg_40bpm_EMG_data.csv,33450,1594744308369.0,1594744375054.68
Subj_09_Isokin_L_04kg_60bpm_EMG_data.csv,32250,1594744470904.0,1594744535842.9
Subj_09_Isokin_L_04kg_80bpm_EMG_data.csv,31200,1594744605006.0,1594744668599.86
Subj_09_Isokin_L_04kg_St_EMG_data.csv,17700,1594744189106.0,1594744223851.52
Subj_09_Isokin_R_02kg_40bpm_EMG_data.csv,38700,1594742761695.0,1594742837175.06
Subj_09_Isokin_R_02kg_60bpm_EMG_data.csv,38700,1594742853632.0,1594742931899.22
Subj_09_Isokin_R_02kg_80bpm_EMG_data.csv,36600,1594742966769.0,1594743038349.71
Subj_09_Isokin_R_02kg_St_EMG_data.csv,26500,1594742696589.0,1594742747523.24
Subj_09_Isokin_R_04kg_40bpm_EMG_data.csv,34200,1594743702326.0,1594743771216.61
Subj_09_Isokin_R_04kg_60bpm_EMG_data.csv,32550,1594743880932.0,1594743946610.1
Subj_09_Isokin_R_04kg_80bpm_EMG_data.csv,30300,1594744003192.0,1594744065210.27
Subj_09_Isokin_R_04kg_St_EMG_data.csv,19600,1594743611735.0,1594743650956.92
Subj_09_MMH_Bim_L_02kg_Trial_1_EMG_data.csv,50100,1594739080225.0,1594739175616.14
Subj_09_MMH_Bim_L_02kg_Trial_2_EMG_data.csv,44050,1594739216139.0,1594739300677.38
Subj_09_MMH_Bim_L_02kg_Trial_3_EMG_data.csv,40350,1594739306967.0,1594739384630.94
Subj_09_MMH_Bim_L_08kg_Trial_1_EMG_data.csv,43500,1594739431611.0,1594739515253.12
Subj_09_MMH_Bim_L_08kg_Trial_2_EMG_data.csv,43500,1594739546550.0,1594739632401.05
Subj_09_MMH_Bim_L_08kg_Trial_3_EMG_data.csv,48100,1594739859070.0,1594739958145.02
Subj_09_MMH_Bim_L_12kg_Trial_1_EMG_data.csv,42000,1594740044366.0,1594740129461.14
Subj_09_MMH_Bim_L_12kg_Trial_2_EMG_data.csv,43050,1594740188041.0,1594740273718.6
Subj_09_MMH_Bim_L_12kg_Trial_3_EMG_data.csv,43450,1594740525776.0,1594740613533.22
Subj_09_MMH_Bim_R_02kg_Trial_1_EMG_data.csv,50550,1594739082715.0,1594739178123.77
Subj_09_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,40350,1594739219656.0,1594739295369.48
Subj_09_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,40500,1594739309202.0,1594739387579.83
Subj_09_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,43050,1594739433969.0,1594739517817.86
Subj_09_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,42750,1594739553882.0,1594739636029.8
Subj_09_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,46450,1594739862026.0,1594739955525.02
Subj_09_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,42150,1594740049383.0,1594740132013.97
Subj_09_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,41550,1594740192594.0,1594740276868.68
Subj_09_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,43000,1594740529528.0,1594740616103.38
Subj_09_MMH_One_L_02kg_Trial_1_EMG_data.csv,43800,1594741177770.0,1594741258053.91
Subj_09_MMH_One_L_02kg_Trial_2_EMG_data.csv,43050,1594741302897.0,1594741382300.12
Subj_09_MMH_One_L_02kg_Trial_3_EMG_data.csv,46000,1594741411630.0,1594741495609.62
Subj_09_MMH_One_L_04kg_Trial_1_EMG_data.csv,44700,1594742153708.0,1594742236143.61
Subj_09_MMH_One_L_04kg_Trial_2_EMG_data.csv,43500,1594742282684.0,1594742362609.16
Subj_09_MMH_One_L_04kg_Trial_3_EMG_data.csv,43350,1594742399997.0,1594742480101.63
Subj_09_MMH_One_R_02kg_Trial_1_EMG_data.csv,48150,1594740753560.0,1594740843627.78
Subj_09_MMH_One_R_02kg_Trial_2_EMG_data.csv,41700,1594740872006.0,1594740951983.38
Subj_09_MMH_One_R_02kg_Trial_3_EMG_data.csv,42600,1594741076503.0,1594741154441.7
Subj_09_MMH_One_R_04kg_Trial_1_EMG_data.csv,45600,1594741714943.0,1594741797813.84
Subj_09_MMH_One_R_04kg_Trial_2_EMG_data.csv,45100,1594741877555.0,1594741961477.02
Subj_09_MMH_One_R_04kg_Trial_3_EMG_data.csv,45450,1594741985238.0,1594742069888.98
Subj_09_MVC_All_L_EMG_data.csv,21300,1594744782305.0,1594744828002.17
Subj_09_MVC_All_R_EMG_data.csv,22650,1594744777224.0,1594744825684.9
Subj_10_Isokin_L_02kg_40bpm_EMG_data.csv,36450,1603904578425.0,1603904640502.2
Subj_10_Isokin_L_02kg_60bpm_EMG_data.csv,35400,1603904651662.0,1603904713342.34
Subj_10_Isokin_L_02kg_80bpm_EMG_data.csv,32400,1603904724539.0,1603904780477.9
Subj_10_Isokin_L_02kg_St_EMG_data.csv,16500,1603904540561.0,1603904568278.19
Subj_10_Isokin_L_04kg_40bpm_EMG_data.csv,37500,1603905186524.0,1603905250774.0
Subj_10_Isokin_L_04kg_60bpm_EMG_data.csv,33600,1603905261975.0,1603905321134.18
Subj_10_Isokin_L_04kg_80bpm_EMG_data.csv,30900,1603905336904.0,1603905390645.33
Subj_10_Isokin_L_04kg_St_EMG_data.csv,17700,1603905127864.0,1603905158176.13
Subj_10_Isokin_R_02kg_40bpm_EMG_data.csv,36900,1603904280644.0,1603904343992.09
Subj_10_Isokin_R_02kg_60bpm_EMG_data.csv,32700,1603904386879.0,1603904442848.89
Subj_10_Isokin_R_02kg_80bpm_EMG_data.csv,33300,1603904464825.0,1603904521895.06
Subj_10_Isokin_R_02kg_St_EMG_data.csv,15900,1603904155342.0,1603904181977.48
Subj_10_Isokin_R_04kg_40bpm_EMG_data.csv,37536,1603904870215.0,1603904934838.25
Subj_10_Isokin_R_04kg_60bpm_EMG_data.csv,37350,1603904952092.0,1603905016230.88
Subj_10_Isokin_R_04kg_80bpm_EMG_data.csv,31650,1603905036418.0,1603905091154.7
Subj_10_Isokin_R_04kg_St_EMG_data.csv,17700,1603904821381.0,1603904851001.76
Subj_10_MMH_Bim_L_02kg_Trial_1_EMG_data.csv,43050,1603901600292.0,1603901681923.25
Subj_10_MMH_Bim_L_02kg_Trial_2_EMG_data.csv,37050,1603901737715.0,1603901808023.08
Subj_10_MMH_Bim_L_02kg_Trial_3_EMG_data.csv,34800,1603901821598.0,1603901887942.09
Subj_10_MMH_Bim_L_08kg_Trial_1_EMG_data.csv,36750,1603902000434.0,1603902068907.72
Subj_10_MMH_Bim_L_08kg_Trial_2_EMG_data.csv,38950,1603902104040.0,1603902178143.9
Subj_10_MMH_Bim_L_08kg_Trial_3_EMG_data.csv,34500,1603902185758.0,1603902250460.47
Subj_10_MMH_Bim_L_12kg_Trial_1_EMG_data.csv,37200,1603902314112.0,1603902382352.55
Subj_10_MMH_Bim_L_12kg_Trial_2_EMG_data.csv,37200,1603902400271.0,1603902470100.86
Subj_10_MMH_Bim_L_12kg_Trial_3_EMG_data.csv,34950,1603902494824.0,1603902561812.43
Subj_10_MMH_Bim_R_02kg_Trial_1_EMG_data.csv,42900,1603901605283.0,1603901684315.19
Subj_10_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,36900,1603901739699.0,1603901809632.33
Subj_10_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,34500,1603901823993.0,1603901890161.0
Subj_10_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,37050,1603902002464.0,1603902072310.77
Subj_10_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,38950,1603902106285.0,1603902180170.19
Subj_10_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,34650,1603902187973.0,1603902253295.16
Subj_10_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,37350,1603902316273.0,1603902384314.56
Subj_10_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,36600,1603902398670.0,1603902467713.08
Subj_10_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,36600,1603902496483.0,1603902564355.56
Subj_10_MMH_One_L_02kg_Trial_1_EMG_data.csv,38700,1603902927386.0,1603902994646.3
Subj_10_MMH_One_L_02kg_Trial_2_EMG_data.csv,35850,1603903032333.0,1603903093983.48
Subj_10_MMH_One_L_02kg_Trial_3_EMG_data.csv,37950,1603903104888.0,1603903170177.7
Subj_10_MMH_One_L_04kg_Trial_1_EMG_data.csv,43500,1603903532571.0,1603903607239.33
Subj_10_MMH_One_L_04kg_Trial_2_EMG_data.csv,37950,1603903667739.0,1603903733371.5
Subj_10_MMH_One_L_04kg_Trial_3_EMG_data.csv,40650,1603903747543.0,1603903819254.35
Subj_10_MMH_One_R_02kg_Trial_1_EMG_data.csv,33300,1603902693116.0,1603902753015.18
Subj_10_MMH_One_R_02kg_Trial_2_EMG_data.csv,35100,1603902763712.0,1603902825717.95
Subj_10_MMH_One_R_02kg_Trial_3_EMG_data.csv,34800,1603902844942.0,1603902908541.93
Subj_10_MMH_One_R_04kg_Trial_1_EMG_data.csv,39450,1603903238304.0,1603903304739.35
Subj_10_MMH_One_R_04kg_Trial_2_EMG_data.csv,36450,1603903365545.0,1603903427088.28
Subj_10_MMH_One_R_04kg_Trial_3_EMG_data.csv,39000,1603903440401.0,1603903507078.25
Subj_10_MVC_All_L_EMG_data.csv,25800,1603905482975.0,1603905531404.81
Subj_10_MVC_All_R_EMG_data.csv,26400,1603905485245.0,1603905533737.69
Subj_11_Isokin_L_02kg_40bpm_EMG_data.csv,66000,1576153955024.0,1576154021361.37
Subj_11_Isokin_L_02kg_60bpm_EMG_data.csv,53550,1576154054337.0,1576154107886.0
Subj_11_Isokin_L_02kg_80bpm_EMG_data.csv,48750,1576154123231.0,1576154171896.69
Subj_11_Isokin_L_02kg_St_EMG_data.csv,45300,1576153882242.0,1576153927364.05
Subj_11_Isokin_L_04kg_40bpm_EMG_data.csv,59550,1576154694641.0,1576154754306.31
Subj_11_Isokin_L_04kg_60bpm_EMG_data.csv,51750,1576154847573.0,1576154899271.46
Subj_11_Isokin_L_04kg_80bpm_EMG_data.csv,59250,1576154976383.0,1576155035458.42
Subj_11_Isokin_L_04kg_St_EMG_data.csv,32700,1576154629244.0,1576154662461.91
Subj_11_Isokin_R_02kg_40bpm_EMG_data.csv,47850,1576153515962.0,1576153569932.31
Subj_11_Isokin_R_02kg_60bpm_EMG_data.csv,53850,1576153672129.0,1576153725978.0
Subj_11_Isokin_R_02kg_80bpm_EMG_data.csv,58650,1576153741637.0,1576153800257.36
Subj_11_Isokin_R_02kg_St_EMG_data.csv,36900,1576153378184.0,1576153415055.97
Subj_11_Isokin_R_04kg_40bpm_EMG_data.csv,57450,1576154351586.0,1576154409020.97
Subj_11_Isokin_R_04kg_60bpm_EMG_data.csv,59700,1576154435951.0,1576154495897.77
Subj_11_Isokin_R_04kg_80bpm_EMG_data.csv,48600,1576154523221.0,1576154571914.92
Subj_11_Isokin_R_04kg_St_EMG_data.csv,37500,1576154291766.0,1576154329091.05
Subj_11_MMH_Bim_L_02kg_Trial_1_EMG_data.csv,82650,1576170932297.0,1576171025478.9
Subj_11_MMH_Bim_L_02kg_Trial_2_EMG_data.csv,88050,1576171229009.0,1576171317294.46
Subj_11_MMH_Bim_L_02kg_Trial_3_EMG_data.csv,86550,1576171442862.0,1576171529643.43
Subj_11_MMH_Bim_L_08kg_Trial_1_EMG_data.csv,89850,1576171814748.0,1576171904509.26
Subj_11_MMH_Bim_L_08kg_Trial_2_EMG_data.csv,85500,1576171935559.0,1576172020974.5
Subj_11_MMH_Bim_L_08kg_Trial_3_EMG_data.csv,93300,1576172233912.0,1576172327188.22
Subj_11_MMH_Bim_L_12kg_Trial_1_EMG_data.csv,75150,1576172381558.0,1576172456523.53
Subj_11_MMH_Bim_L_12kg_Trial_2_EMG_data.csv,78600,1576172573165.0,1576172651859.95
Subj_11_MMH_Bim_L_12kg_Trial_3_EMG_data.csv,79650,1576172710281.0,1576172789735.54
Subj_11_MMH_Bim_R_02kg_Trial_1_EMG_data.csv,84450,1576170935419.0,1576171027001.63
Subj_11_MMH_Bim_R_02kg_Trial_2_EMG_data.csv,86700,1576171229009.0,1576171315559.83
Subj_11_MMH_Bim_R_02kg_Trial_3_EMG_data.csv,86550,1576171442874.0,1576171531176.8
Subj_11_MMH_Bim_R_08kg_Trial_1_EMG_data.csv,89700,1576171814742.0,1576171906521.42
Subj_11_MMH_Bim_R_08kg_Trial_2_EMG_data.csv,83550,1576171935546.0,1576172021828.29
Subj_11_MMH_Bim_R_08kg_Trial_3_EMG_data.csv,95250,1576172233907.0,1576172329132.75
Subj_11_MMH_Bim_R_12kg_Trial_1_EMG_data.csv,76350,1576172381543.0,1576172457817.44
Subj_11_MMH_Bim_R_12kg_Trial_2_EMG_data.csv,71250,1576172576906.0,1576172650712.03
Subj_11_MMH_Bim_R_12kg_Trial_3_EMG_data.csv,80400,1576172710298.0,1576172790873.66
Subj_11_MMH_One_L_02kg_Trial_1_EMG_data.csv,83250,1576258818100.0,1576258903076.58
Subj_11_MMH_One_L_02kg_Trial_2_EMG_data.csv,82200,1576258926872.0,1576259013365.58
Subj_11_MMH_One_L_02kg_Trial_3_EMG_data.csv,84150,1576259065160.0,1576259149925.33
Subj_11_MMH_One_L_04kg_Trial_1_EMG_data.csv,90850,1576259690876.0,1576259784320.05
Subj_11_MMH_One_L_04kg_Trial_2_EMG_data.csv,86700,1576259874977.0,1576259961676.0
Subj_11_MMH_One_L_04kg_Trial_3_EMG_data.csv,93000,1576260008026.0,1576260100888.77
Subj_11_MMH_One_R_02kg_Trial_1_EMG_data.csv,96900,1576258159767.0,1576258256571.37
Subj_11_MMH_One_R_02kg_Trial_2_EMG_data.csv,91350,1576258562415.0,1576258653496.38
Subj_11_MMH_One_R_02kg_Trial_3_EMG_data.csv,89100,1576258686580.0,1576258777332.2
Subj_11_MMH_One_R_04kg_Trial_1_EMG_data.csv,84000,1576259329466.0,1576259413588.05
Subj_11_MMH_One_R_04kg_Trial_2_EMG_data.csv,82500,1576259438049.0,1576259522179.45
Subj_11_MMH_One_R_04kg_Trial_3_EMG_data.csv,86100,1576259547163.0,1576259636162.8
Subj_11_MVC_Isokin_L_EMG_data.csv,24900,1576172864848.0,1576172889607.19
Subj_11_MVC_Isokin_R_EMG_data.csv,9750,1576172910904.0,1576172920600.64
Subj_11_MVC_MMH_Bim_L_EMG_data.csv,24900,1576172864848.0,1576172889607.19
Subj_11_MVC_MMH_Bim_R_EMG_data.csv,9750,1576172910904.0,1576172920600.64
Subj_11_MVC_MMH_One_L_EMG_data.csv,10350,1576260178674.0,1576260189091.22
Subj_11_MVC_MMH_One_R_EMG_data.csv,19800,1576260150165.0,1576260170142.85
Subj_12_Isokin_L_02kg_40bpm_EMG_data.csv,33150,1603467461827.0,1603467526635.88
Subj_12_Isokin_L_02kg_60bpm_EMG_data.csv,30042,1603467549578.0,1603467608251.83
Subj_12_Isokin_L_02kg_St_EMG_data.csv,16800,1603467379976.0,1603467411117.31
Subj_12_Isokin_L_04kg_40bpm_EMG_data.csv,31050,1603468228602.0,1603468287660.29
Subj_12_Isokin_L_04kg_60bpm_EMG_data.csv,35400,1603468315362.0,1603468383783.36
Subj_12_Isokin_L_04kg_80bpm_EMG_data.csv,29250,1603468421732.0,1603468477709.27
